,HomePlanet,CryoSleep,Deck,RoomNum,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
3306,Europa,False,B,136.0,S,55 Cancri e,50.0,False,4.0,217.0,0.0,2581.0,436.0,False
3307,Europa,True,B,136.0,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
3308,Mars,False,B,600.3676712973864,S,TRAPPIST-1e,28.0,False,3.0,0.0,0.0,327.0,2054.0,False
3309,Earth,False,F,735.0,P,TRAPPIST-1e,28.0,False,766.0,0.0,1.0,258.0,26.0,True
3310,Earth,True,G,572.0,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
3311,Mars,False,D,115.0,P,TRAPPIST-1e,37.0,False,78.0,0.0,0.0,2948.0,0.0,False
3312,Mars,True,F,737.0,P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True
3313,Mars,False,D,116.0,P,TRAPPIST-1e,27.0,False,249.0,0.0,65.0,812.0,55.0,False
3314,Mars,False,D,117.0,P,PSO J318.5-22,37.0,False,3.0,0.0,800.0,76.0,0.0,True
3315,Mars,True,F,738.0,P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True
3316,Mars,False,D,118.0,P,TRAPPIST-1e,17.0,False,1617.0,0.0,1777.0,0.0,0.0,True
3317,Mars,False,E,212.0,P,55 Cancri e,21.0,False,2581.0,354.0,1158.0,139.0,548.0,False
3318,Mars,False,D,119.0,P,55 Cancri e,55.0,False,14.0,0.0,0.0,3778.0,1.0,False
3319,Earth,True,G,581.0,P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True
3320,Earth,True,G,582.0,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,False
3321,Earth,True,G,583.0,P,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,True
3322,Earth,False,G,573.0,S,55 Cancri e,19.0,False,0.0,336.0,508.0,1.0,0.0,True
3323,Earth,False,F,739.0,P,TRAPPIST-1e,20.0,False,0.0,0.0,2687.0,35.0,340.0,False
3324,Earth,False,F,740.0,P,TRAPPIST-1e,14.0,False,30.0,59.0,0.0,572.0,0.0,False
3325,Mars,True,F,741.0,P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True
3326,Mars,False,G,574.0,S,PSO J318.5-22,15.0,False,85.0,373.0,160.0,5.0,0.0,True
3327,Earth,False,G,584.0,P,TRAPPIST-1e,25.0,False,19.0,0.0,0.0,1679.0,0.0,False
3328,Earth,False,F,673.0,S,PSO J318.5-22,24.0,False,0.0,33.0,0.0,84.0,1062.0,False
3329,Earth,False,F,742.0,P,TRAPPIST-1e,22.0,False,0.0,4.0,0.0,0.0,1267.0,True
3330,Mars,False,F,743.0,P,TRAPPIST-1e,26.0,False,1178.0,7.0,0.0,7.0,0.0,False
3331,Mars,True,F,600.3676712973864,P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True
3332,Earth,False,F,675.0,S,PSO J318.5-22,20.0,False,0.0,0.0,1.0,0.0,2260.0,False
3333,Earth,False,G,585.0,P,TRAPPIST-1e,53.0,False,323.0,120.0,14.0,450.0,0.0,True
3334,Earth,False,F,676.0,S,TRAPPIST-1e,55.0,False,42.0,4.0,1215.0,0.0,3.0,True
3335,Earth,False,G,586.0,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,739.0,29.0,False
3336,Mars,False,D,120.0,P,TRAPPIST-1e,35.0,False,576.0,0.0,459.0,22.0,0.0,False
3337,Mars,False,D,120.0,P,TRAPPIST-1e,40.0,False,787.0,0.0,88.0,0.0,0.0,False
3338,Earth,False,E,214.0,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,1609.0,False
3339,Mars,False,D,121.0,P,PSO J318.5-22,22.0,False,193.0,1.0,640.0,15.0,30.0,True
3340,Mars,False,E,215.0,P,TRAPPIST-1e,21.0,False,354.0,113.0,173.72916912197996,487.0,0.0,False
3341,Earth,True,G,588.0,P,PSO J318.5-22,64.0,False,0.0,0.0,0.0,0.0,0.0,True
3342,Europa,True,B,139.0,S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True
3343,Mars,False,F,745.0,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True
3344,Earth,False,G,589.0,P,TRAPPIST-1e,25.0,False,0.0,813.0,89.0,12.0,0.0,False
3345,Earth,False,G,600.3676712973864,P,55 Cancri e,19.0,False,616.0,0.0,46.0,0.0,14.0,False
3346,Earth,True,G,580.0,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True
3347,Mars,True,F,678.0,S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True
3348,Earth,True,G,592.0,P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True
3349,Earth,True,G,593.0,P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,False
3350,Mars,True,F,747.0,P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True
3351,Europa,True,D,122.0,P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
3352,Europa,True,D,122.0,P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True
3353,Europa,True,D,122.0,P,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,True
3354,Europa,False,C,118.0,P,55 Cancri e,28.0,False,5.0,2052.0,0.0,3340.0,304.8547912992357,False
3355,Europa,False,C,118.0,P,TRAPPIST-1e,27.0,False,0.0,325.0,0.0,8.0,1622.0,False
3356,Europa,False,C,118.0,P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
3357,Europa,True,C,118.0,P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
3358,Earth,True,G,582.0,S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
3359,Earth,False,F,680.0,S,TRAPPIST-1e,36.0,False,5.0,458.07720329024676,896.0,0.0,1.0,True
3360,Earth,False,E,241.0,S,TRAPPIST-1e,24.0,False,1.0,790.0,0.0,0.0,0.0,True
3361,Earth,False,F,748.0,P,TRAPPIST-1e,18.0,False,0.0,733.0,0.0,0.0,0.0,True
3362,Earth,False,F,749.0,P,TRAPPIST-1e,20.0,False,2.0,0.0,7.0,2.0,547.0,False
3363,Earth,False,G,583.0,S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,False
3364,Earth,False,F,682.0,S,TRAPPIST-1e,28.82793046746535,False,2.0,753.0,5.0,0.0,0.0,True
3365,Earth,True,G,584.0,S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True
3366,Europa,False,B,114.0,P,TRAPPIST-1e,36.0,False,43.0,2.0,0.0,14.0,16337.0,False
3367,Europa,True,B,115.0,P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
3368,Europa,True,C,119.0,P,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,True
3369,Europa,False,C,119.0,P,55 Cancri e,38.0,False,224.687617481203,3456.0,0.0,1486.0,1157.0,False
3370,Europa,False,G,594.0,P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,False
3371,Earth,False,E,216.0,P,TRAPPIST-1e,37.0,False,0.0,559.0,366.0,0.0,62.0,True
3372,Earth,True,G,586.0,S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True
3373,Earth,False,F,752.0,P,55 Cancri e,18.0,False,42.0,103.0,0.0,498.0,0.0,False
3374,Mars,True,F,753.0,P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
3375,Earth,False,F,754.0,P,PSO J318.5-22,61.0,False,0.0,1.0,276.0,410.0,54.0,False
3376,Earth,False,F,755.0,P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,484.0,344.0,False
3377,Earth,False,E,242.0,S,TRAPPIST-1e,29.0,False,25.0,692.0,0.0,0.0,1.0,True
3378,Mars,False,D,123.0,P,TRAPPIST-1e,37.0,False,1280.0,0.0,1.0,111.0,408.0,False
3379,Europa,False,B,140.0,S,TRAPPIST-1e,29.0,False,125.0,5151.0,9.0,1.0,1.0,True
3380,Earth,False,E,244.0,S,55 Cancri e,38.0,False,0.0,695.0,0.0,49.0,876.0,False
3381,Earth,True,G,589.0,S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,False
3382,Earth,True,G,595.0,P,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True
3383,Earth,False,G,595.0,P,TRAPPIST-1e,48.0,False,224.687617481203,0.0,1.0,0.0,0.0,False
3384,Earth,False,G,600.3676712973864,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
3385,Earth,False,F,757.0,P,TRAPPIST-1e,46.0,False,105.0,335.0,0.0,72.0,388.0,False
3386,Mars,True,F,686.0,S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True
3387,Mars,True,D,124.0,P,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True
3388,Mars,True,D,124.0,P,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True
3389,Mars,True,D,124.0,P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True
3390,Mars,True,D,124.0,P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True
3391,Mars,True,D,124.0,P,TRAPPIST-1e,40.0,False,0.0,0.0,173.72916912197996,0.0,304.8547912992357,True
3392,Europa,True,C,132.0,S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True
3393,Earth,False,F,687.0,S,PSO J318.5-22,39.0,False,0.0,0.0,0.0,1144.0,0.0,False
3394,Earth,True,G,596.0,P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True
3395,Earth,True,G,591.0,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False
3396,Earth,False,G,592.0,S,TRAPPIST-1e,29.0,False,97.0,0.0,444.0,366.0,0.0,False
3397,Earth,False,F,689.0,S,55 Cancri e,14.0,False,1.0,0.0,827.0,0.0,3.0,False
3398,Earth,False,F,689.0,S,TRAPPIST-1e,15.0,False,0.0,398.0,0.0,467.0,0.0,False
3399,Earth,False,F,690.0,S,TRAPPIST-1e,17.0,False,0.0,432.0,0.0,3003.0,0.0,False
3400,Earth,True,G,593.0,S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True
3401,Earth,False,E,245.0,S,TRAPPIST-1e,24.0,False,3.0,2053.0,335.0,0.0,4.0,True
3402,Earth,False,G,594.0,S,TRAPPIST-1e,28.82793046746535,False,42.0,0.0,671.0,71.0,0.0,False
3403,Europa,False,B,142.0,S,55 Cancri e,22.0,False,224.687617481203,171.0,2233.0,1.0,800.0,True
3404,Europa,True,B,142.0,S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True
3405,Mars,True,F,691.0,S,TRAPPIST-1e,30.0,False,0.0,458.07720329024676,0.0,0.0,0.0,True
3406,Earth,True,G,595.0,S,55 Cancri e,29.0,False,0.0,0.0,173.72916912197996,0.0,0.0,True
3407,Europa,True,A,42.0,S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
3408,Europa,True,C,120.0,P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,True
3409,Earth,False,E,246.0,S,TRAPPIST-1e,50.0,False,43.0,661.0,1.0,85.0,0.0,False
3410,Earth,False,G,600.0,S,55 Cancri e,34.0,False,232.0,457.0,1.0,218.0,0.0,True
3411,Earth,False,F,694.0,S,PSO J318.5-22,24.0,False,105.0,0.0,37.0,518.0,0.0,False
3412,Earth,False,E,247.0,S,TRAPPIST-1e,24.0,False,0.0,0.0,788.0,0.0,3.0,True
3413,Europa,False,B,116.0,P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,False
3414,Europa,False,C,121.0,P,55 Cancri e,35.0,False,0.0,388.0,0.0,1792.0,2891.0,False
3415,Europa,True,C,121.0,P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True
3416,Europa,True,B,144.0,S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True
3417,Europa,False,B,144.0,S,TRAPPIST-1e,21.0,False,4.0,458.07720329024676,137.0,1640.0,455.0,False
3418,Mars,True,F,761.0,P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True
3419,Earth,False,F,696.0,S,TRAPPIST-1e,24.0,False,25.0,284.0,0.0,330.0,64.0,False
3420,Mars,False,F,697.0,S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,True
3421,Mars,False,F,697.0,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
3422,Mars,True,F,697.0,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True
3423,Earth,False,F,762.0,P,TRAPPIST-1e,35.0,False,0.0,30.0,357.0,435.0,0.0,True
3424,Mars,False,F,763.0,P,TRAPPIST-1e,34.0,False,1404.0,0.0,4.0,359.0,0.0,False
3425,Earth,False,G,598.0,P,TRAPPIST-1e,26.0,False,808.0,60.0,0.0,16.0,3.0,False
3426,Earth,True,G,603.0,S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
3427,Europa,True,C,123.0,P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,True
3428,Europa,False,C,123.0,P,55 Cancri e,25.0,False,0.0,17432.0,0.0,241.0,2102.0,True
3429,Europa,True,C,123.0,P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True
3430,Europa,False,C,123.0,P,TRAPPIST-1e,57.0,False,0.0,3859.0,13.0,195.0,3874.0,False
3431,Earth,False,F,767.0,P,TRAPPIST-1e,23.0,False,58.0,396.0,15.0,311.1387779083431,180.0,False
3432,Mars,True,E,220.0,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,False
3433,Mars,True,F,768.0,P,TRAPPIST-1e,27.0,False,224.687617481203,0.0,0.0,0.0,0.0,True
3434,Mars,False,F,768.0,P,TRAPPIST-1e,20.0,False,1377.0,267.0,36.0,0.0,0.0,False
3435,Earth,False,F,699.0,S,TRAPPIST-1e,21.0,False,120.0,235.0,0.0,311.1387779083431,0.0,False
3436,Earth,False,F,769.0,P,TRAPPIST-1e,19.0,False,238.0,1.0,28.0,207.0,119.0,False
3437,Mars,False,F,770.0,P,TRAPPIST-1e,16.0,False,424.0,0.0,246.0,370.0,0.0,False
3438,Mars,False,F,770.0,P,TRAPPIST-1e,18.0,False,131.0,0.0,980.0,1.0,0.0,True
3439,Earth,False,G,604.0,S,TRAPPIST-1e,18.0,False,622.0,53.0,8.0,47.0,39.0,False
3440,Earth,False,G,604.0,S,TRAPPIST-1e,22.0,False,0.0,0.0,889.0,0.0,0.0,True
3441,Earth,True,G,600.0,P,55 Cancri e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True
3442,Earth,False,G,601.0,P,55 Cancri e,35.0,False,432.0,0.0,377.0,0.0,0.0,False
3443,Earth,False,G,601.0,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False
3444,Earth,True,G,601.0,P,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,False
3445,Mars,True,F,700.0,S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True
3446,Mars,False,F,700.0,S,TRAPPIST-1e,31.0,False,3471.0,0.0,232.0,0.0,0.0,False
3447,Mars,True,F,700.0,S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,True
3448,Europa,True,C,133.0,S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,True
3449,Europa,True,C,133.0,S,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,True
3450,Europa,True,C,133.0,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
3451,Mars,True,F,702.0,S,TRAPPIST-1e,45.0,False,48.0,1652.0,761.0,138.0,0.0,False
3452,Mars,False,D,116.0,S,PSO J318.5-22,33.0,False,33.0,397.0,354.0,311.1387779083431,0.0,False
3453,Earth,True,G,602.0,P,PSO J318.5-22,2.0,False,224.687617481203,0.0,0.0,0.0,0.0,False
3454,Earth,True,G,602.0,P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False
3455,Earth,False,G,602.0,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True
3456,Earth,True,G,602.0,P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,False
3457,Earth,False,G,603.0,P,TRAPPIST-1e,18.0,False,18.0,2.0,1769.0,1.0,2.0,True
3458,Mars,False,G,600.3676712973864,P,TRAPPIST-1e,28.0,True,1193.0,0.0,2509.0,0.0,0.0,False
3459,Mars,True,F,704.0,S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,True
3460,Earth,True,G,609.0,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True
3461,Earth,True,G,604.0,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,311.1387779083431,0.0,True
3462,Earth,True,G,612.0,S,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,True
3463,Earth,True,G,605.0,P,PSO J318.5-22,40.0,False,0.0,0.0,0.0,0.0,0.0,True
3464,Europa,True,A,43.0,S,55 Cancri e,5.0,False,224.687617481203,0.0,0.0,0.0,0.0,True
3465,Europa,False,A,43.0,S,TRAPPIST-1e,29.0,False,0.0,8444.0,0.0,2989.0,8735.0,False
3466,Europa,True,A,43.0,S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True
3467,Europa,False,A,43.0,S,55 Cancri e,27.0,False,3340.0,588.0,173.72916912197996,173.0,71.0,False
3468,Europa,False,D,118.0,S,TRAPPIST-1e,34.0,True,0.0,4.0,0.0,685.0,1779.0,False
3469,Earth,True,G,606.0,P,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,True
3470,Europa,False,D,119.0,S,TRAPPIST-1e,43.0,False,2.0,3846.0,0.0,3.0,346.0,True
3471,Europa,False,D,119.0,S,55 Cancri e,30.0,False,0.0,787.0,116.0,1924.0,2.0,False
3472,Europa,False,B,145.0,S,TRAPPIST-1e,61.0,False,328.0,5193.0,0.0,20.0,533.0,True
3473,Earth,False,G,614.0,S,TRAPPIST-1e,48.0,False,0.0,0.0,632.0,250.0,0.0,False
3474,Earth,True,G,614.0,S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
3475,Earth,False,G,615.0,S,TRAPPIST-1e,19.0,False,0.0,312.0,2.0,76.0,418.0,False
3476,Europa,True,B,117.0,P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True
3477,Earth,True,G,607.0,P,55 Cancri e,2.0,False,0.0,0.0,173.72916912197996,0.0,0.0,False
3478,Earth,True,G,607.0,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True
3479,Earth,False,G,616.0,S,TRAPPIST-1e,19.0,False,0.0,827.0,5.0,55.0,0.0,False
3480,Mars,False,E,249.0,S,PSO J318.5-22,34.0,True,0.0,490.0,869.0,0.0,0.0,True
3481,Earth,False,G,608.0,P,TRAPPIST-1e,19.0,False,224.687617481203,2.0,14.0,755.0,0.0,False
3482,Europa,False,B,118.0,P,TRAPPIST-1e,39.0,False,0.0,2576.0,0.0,234.0,237.0,False
3483,Europa,True,B,118.0,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
3484,Europa,True,B,118.0,P,TRAPPIST-1e,53.0,False,0.0,3377.0,0.0,193.0,5563.0,False
3485,Europa,True,B,118.0,P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
3486,Mars,True,F,774.0,P,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True
3487,Europa,True,B,119.0,P,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True
3488,Europa,True,B,119.0,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True
3489,Earth,False,F,775.0,P,TRAPPIST-1e,18.0,False,64.0,0.0,3.0,3440.0,5.0,False
3490,Earth,False,G,610.0,P,TRAPPIST-1e,48.0,False,396.0,0.0,173.72916912197996,0.0,297.0,False
3491,Earth,False,G,600.3676712973864,P,TRAPPIST-1e,24.0,False,0.0,274.0,594.0,35.0,658.0,True
3492,Europa,False,D,120.0,S,TRAPPIST-1e,52.0,False,0.0,5.0,0.0,108.0,1788.0,False
3493,Earth,False,F,776.0,P,55 Cancri e,55.0,False,0.0,519.0,131.0,63.0,3.0,False
3494,Earth,True,G,611.0,P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,304.8547912992357,True
3495,Earth,True,G,600.3676712973864,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,False
3496,Earth,True,G,612.0,P,PSO J318.5-22,8.0,False,0.0,0.0,0.0,0.0,0.0,False
3497,Mars,True,F,707.0,S,TRAPPIST-1e,18.0,False,224.687617481203,0.0,0.0,0.0,0.0,True
3498,Earth,True,G,617.0,S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True
3499,Earth,False,G,618.0,S,TRAPPIST-1e,18.0,False,381.0,4.0,0.0,0.0,368.0,False
3500,Earth,True,G,618.0,S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True
3501,Earth,True,G,619.0,S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
3502,Earth,True,G,613.0,P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,True
3503,Earth,False,E,222.0,P,55 Cancri e,45.0,False,824.0,2196.0,385.0,19.0,1113.0,True
3504,Mars,True,F,709.0,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,311.1387779083431,0.0,True
3505,Europa,False,B,146.0,S,55 Cancri e,44.0,False,0.0,280.0,112.0,0.0,9244.0,False
3506,Earth,False,F,710.0,S,TRAPPIST-1e,20.0,False,0.0,0.0,717.0,0.0,0.0,True
3507,Mars,False,E,251.0,S,TRAPPIST-1e,47.0,False,1037.0,0.0,258.0,4.0,0.0,False
3508,Earth,True,G,615.0,P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,311.1387779083431,0.0,True
3509,Europa,False,B,120.0,P,TRAPPIST-1e,28.0,False,80.0,828.0,0.0,4494.0,4269.0,False
3510,Earth,False,G,616.0,P,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,True
3511,Earth,False,F,777.0,P,TRAPPIST-1e,20.0,False,0.0,458.07720329024676,422.0,0.0,0.0,True
3512,Earth,False,F,711.0,S,PSO J318.5-22,22.0,False,2.0,257.0,348.0,2.0,0.0,True
3513,Earth,False,F,711.0,S,TRAPPIST-1e,42.0,False,55.0,0.0,1503.0,0.0,0.0,True
3514,Earth,False,F,711.0,S,PSO J318.5-22,23.0,False,0.0,552.0,44.0,0.0,661.0,True
3515,Earth,False,F,778.0,P,TRAPPIST-1e,30.0,False,513.0,0.0,0.0,0.0,317.0,False
3516,Earth,True,G,617.0,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False
3517,Earth,False,F,778.0,P,TRAPPIST-1e,35.0,False,227.0,117.0,394.0,9.0,56.0,False
3518,Mars,True,F,712.0,S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True
3519,Mars,True,F,712.0,S,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,304.8547912992357,True
3520,Europa,False,C,134.0,S,TRAPPIST-1e,29.0,False,2.0,407.0,4509.0,1433.0,9.0,True
3521,Europa,True,B,147.0,S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True
3522,Earth,False,F,713.0,S,TRAPPIST-1e,48.0,False,0.0,21.0,0.0,0.0,786.0,True
3523,Earth,False,F,714.0,S,TRAPPIST-1e,24.0,False,1.0,677.0,13.0,10.0,0.0,True
3524,Europa,False,A,44.0,S,TRAPPIST-1e,38.0,False,821.0,960.0,0.0,27.0,321.0,False
3525,Earth,False,F,780.0,P,55 Cancri e,51.0,False,183.0,0.0,1.0,0.0,1103.0,False
3526,Earth,False,G,618.0,P,TRAPPIST-1e,77.0,False,0.0,458.07720329024676,131.0,3981.0,108.0,False
3527,Earth,True,G,619.0,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False
3528,Mars,False,E,252.0,S,TRAPPIST-1e,38.0,True,224.687617481203,0.0,1355.0,0.0,0.0,False
3529,Mars,False,D,121.0,S,TRAPPIST-1e,42.0,False,913.0,4.0,1.0,1465.0,0.0,False
3530,Mars,True,F,716.0,S,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,True
3531,Mars,False,F,716.0,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True
3532,Mars,False,D,122.0,S,TRAPPIST-1e,28.82793046746535,False,132.0,75.0,849.0,0.0,0.0,True
3533,Mars,False,D,127.0,P,TRAPPIST-1e,25.0,False,519.0,0.0,284.0,0.0,0.0,False
3534,Earth,True,G,620.0,S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True
3535,Earth,True,G,620.0,P,TRAPPIST-1e,13.0,False,0.0,458.07720329024676,0.0,311.1387779083431,0.0,True
3536,Earth,True,G,622.0,S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True
3537,Europa,True,C,136.0,S,55 Cancri e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True
3538,Europa,False,B,121.0,P,55 Cancri e,33.0,False,90.0,26830.0,0.0,27.0,703.0,True
3539,Europa,False,B,122.0,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False
3540,Europa,True,E,253.0,S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,True
3541,Earth,False,G,622.0,P,55 Cancri e,27.0,False,0.0,0.0,0.0,36.0,437.0,False
3542,Mars,False,F,782.0,P,TRAPPIST-1e,33.0,False,25.0,0.0,1376.0,604.0,0.0,False
3543,Earth,False,F,783.0,P,TRAPPIST-1e,18.0,False,0.0,17.0,0.0,0.0,784.0,False
3544,Earth,False,F,784.0,P,TRAPPIST-1e,36.0,False,357.0,0.0,114.0,0.0,304.8547912992357,False
3545,Earth,True,G,623.0,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
3546,Earth,False,G,624.0,S,TRAPPIST-1e,51.0,False,406.0,0.0,53.0,0.0,350.0,False
3547,Mars,True,F,786.0,P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,True
3548,Mars,False,D,128.0,P,TRAPPIST-1e,33.0,False,3361.0,0.0,13.0,15.0,0.0,False
3549,Earth,False,F,717.0,S,TRAPPIST-1e,18.0,False,14.0,651.0,11.0,17.0,304.8547912992357,False
3550,Europa,True,D,129.0,P,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,True
3551,Earth,False,F,787.0,P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,724.0,80.0,False
3552,Earth,False,E,225.0,P,TRAPPIST-1e,24.0,False,58.0,0.0,4.0,789.0,54.0,False
